genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12885			2570745	2571323	+	579		coenzyme A pyrophosphatase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12890			2571507	2572871	+	1365		serine dehydratase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12895			2573002	2574600	+	1599		c-di-GMP phosphodiesterase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12900			2574604	2576160	-	1557		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12905			2576148	2576357	-	210		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12910			2576623	2577594	+	972		PTS mannose transporter subunit EIIAB						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12915			2577657	2578457	+	801		PTS mannose/fructose/sorbose transporter subunit IIC						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12920			2578470	2579321	+	852		PTS mannose transporter subunit IID						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12925			2579376	2579834	+	459		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12930			2580021	2580266	+	246		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12935			2580263	2580829	+	567		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12940			2580826	2581635	-	810	rrmA	23S rRNA methyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12945			2581801	2582010	-	210		cold-shock protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12950			2582023	2582166	-	144		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12955			2582128	2582334	+	207		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12960			2582835	2583122	-	288		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12965			2583197	2583340	-	144		transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12970			2583499	2583738	+	240		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12975			2583881	2584672	-	792		transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12980			2584849	2586222	+	1374		multidrug MFS transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12985			2586268	2587149	-	882		zinc metalloprotease HtpX						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12990			2587341	2589389	-	2049		carboxy-terminal protease						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_12995			2589409	2590107	-	699		RNA chaperone ProQ						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13000			2590204	2590701	-	498		Free methionine-R-sulfoxide reductase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13005			2590831	2592114	+	1284		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13010			2592083	2594716	+	2634		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13015			2594796	2596235	+	1440	yebU	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13020			2596353	2596589	+	237		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13025			2596694	2596885	+	192		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13030			2596886	2597542	-	657		serine/threonine protein phosphatase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13035			2597767	2597853	-	87		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13040			2597937	2598275	-	339		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13045			2598291	2599163	-	873		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13050			2599167	2599541	-	375		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13055			2599680	2599910	+	231		DNA polymerase III subunit theta						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13060			2600012	2600668	+	657		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13065			2600692	2601354	+	663		DNA polymerase III subunit epsilon						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13070			2601351	2603411	-	2061		protease 2						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13075			2603620	2604279	-	660		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13080			2604339	2604449	+	111		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13085			2604606	2604962	-	357		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13090			2605029	2605319	-	291		damage-inducible protein YebG						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13095			2605453	2606631	+	1179		phosphoribosylglycinamide formyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13100			2606687	2607328	-	642		keto-deoxy-phosphogluconate aldolase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13105			2607365	2609176	-	1812		phosphogluconate dehydratase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13110			2609411	2610886	-	1476		glucose-6-phosphate dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13115			2611052	2611201	-	150		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13120			2611224	2612093	+	870		transcriptional regulator HexR						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13125			2612221	2613663	+	1443		pyruvate kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13130			2613794	2614765	-	972		lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13135			2614885	2616207	-	1323		peptidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13140			2616223	2617170	-	948	znuA	zinc ABC transporter substrate-binding protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13145			2617234	2617989	+	756	znuC	Mn2+/Zn2+ABC transporter ATP-binding protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13150			2617986	2618771	+	786	znuB	high-affinity zinc transporter membrane component						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13155			2619112	2620122	-	1011		ATP-dependent DNA helicase RuvB						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13160			2620131	2620742	-	612	ruvA	Holliday junction ATP-dependent DNA helicase RuvA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13165			2621017	2621619	+	603		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13170			2621621	2622142	-	522	ruvC	crossover junction endodeoxyribonuclease RuvC						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13175			2622177	2622917	-	741		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13180			2622946	2623428	-	483	nudB	dihydroneopterin triphosphate diphosphatase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13185			2623516	2625288	-	1773		aspartate--tRNA ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13190			2625598	2626164	+	567		hydrolase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13195			2626161	2626979	+	819		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13200			2627032	2627427	+	396		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13205			2627468	2628211	+	744		tRNA (uridine-5-oxyacetic acid methyl ester)(34) synthase TrmP						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13210			2628208	2629179	+	972		tRNA 5-methoxyuridine(34) synthase CmoB						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13215			2629344	2631773	-	2430		trimethylamine N-oxide reductase I catalytic subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13220			2631798	2632898	-	1101		cytochrome C						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13225			2633286	2634032	-	747		copper homeostasis protein CutC						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13230			2634046	2634612	-	567		metalloprotein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13235			2634828	2636561	+	1734		arginine--tRNA ligase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13240			2636738	2637226	+	489		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13245			2637346	2637738	-	393		flagellar protein flhE						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13250			2637738	2639816	-	2079		flagellar biosynthesis protein FlhA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13255			2639809	2640957	-	1149	flhB	flagellar biosynthetic protein FlhB						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13260			2641159	2641803	-	645		protein phosphatase CheZ						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13265			2641814	2642203	-	390		two-component system response regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13270			2642218	2643267	-	1050		chemotaxis response regulator protein-glutamate methylesterase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13275			2643270	2644130	-	861		chemotaxis protein CheR						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13280			2644149	2645750	-	1602		methyl-accepting protein IV						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13285			2645796	2647457	-	1662		chemotaxis protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13290			2647602	2648105	-	504		chemotaxis protein CheW						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13295			2648126	2650084	-	1959		chemotaxis protein CheA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13300			2650095	2651021	-	927	motB	flagellar motor protein MotB						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13305			2651018	2651905	-	888		flagellar motor stator protein MotA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13310			2652032	2652610	-	579		transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13315			2652613	2652963	-	351		transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13320			2653743	2654171	+	429		universal stress protein UspC						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13325			2654178	2655602	-	1425		alpha,alpha-trehalose-phosphate synthase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13330			2655577	2656377	-	801		trehalose phosphatase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13335			2656544	2657530	-	987	araH	L-arabinose transporter permease						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13340			2657545	2659059	-	1515	araG	L-arabinose transporter ATP-binding protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13345			2659129	2660118	-	990		sugar ABC transporter substrate-binding protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13350			2660915	2661418	+	504		ferritin						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13355			2661497	2661748	-	252		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13360			2661860	2662006	+	147		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13365			2662212	2662535	+	324		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13370			2662707	2663204	+	498		ferritin						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13375			2663242	2663481	-	240		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13380			2663671	2664882	+	1212		tyrosine transporter TyrP						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13385			2664944	2665609	-	666		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_13390			2665805	2665891	-	87		tRNA-Leu						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_13395			2665904	2665977	-	74		tRNA-Cys						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_13400			2666031	2666106	-	76		tRNA-Gly						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13405			2666258	2666806	-	549		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13410			2666863	2668695	-	1833	uvrC	excinuclease ABC subunit C						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13415			2668692	2669273	-	582	sirA	two-component system response regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13420			2669517	2670020	+	504		transposase						
37762.5	Escherichia coli B	CP014268	RefSeq	pseudogene		C2566_13425			2670031	2670681	+	651								
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13425			2670031	2670681	+	651		chaperone protein HchA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13430			2670789	2672147	-	1359		histidine kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13435			2672147	2672818	-	672		two-component system response regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13440			2672951	2673364	+	414		5-hydroxyisourate hydrolase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13445			2673473	2674477	+	1005		mononuclear molybdenum enzyme YedY						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13450			2674478	2675113	+	636		sulfoxide reductase heme-binding subunit YedZ						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13455			2675370	2676020	+	651		metal-binding protein ZinT						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13460			2676363	2676893	+	531		cytochrome B						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13465			2676916	2677158	+	243		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_13470			2677463	2677552	-	90		tRNA-Ser						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13475			2677646	2678443	+	798		DgsA anti-repressor MtfA						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_13480			2678544	2678619	+	76		tRNA-Asn						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13485			2678933	2686009	+	7077		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	pseudogene		C2566_13490			2686271	2687323	-	1053								
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13490			2686271	2687323	-	1053		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13495			2687638	2688954	+	1317		shikimate transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13500			2689056	2690510	+	1455		AMP nucleosidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13505			2690853	2691569	+	717		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_13510			2692023	2692098	-	76		tRNA-Asn						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13515			2692199	2693653	-	1455		MATE family efflux transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_13520			2693847	2693922	+	76		tRNA-Asn						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13525			2693960	2694910	-	951	cbl	transcriptional regulator Cbl						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13530			2695012	2695929	-	918		nitrogen assimilation transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	tRNA		C2566_13535			2696256	2696331	+	76		tRNA-Asn						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13540			2696387	2697319	-	933		L,D-transpeptidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13545			2697384	2698463	-	1080	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13550			2698475	2699218	-	744	cobS	adenosylcobinamide-GDP ribazoletransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13555			2699215	2699760	-	546	cobU	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13560			2700225	2700389	-	165		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13565			2701749	2702291	-	543		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13570			2702288	2702587	-	300		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13575			2702575	2702976	-	402		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13580			2703251	2703352	+	102		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13585			2703641	2703814	-	174		transposase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13590			2703841	2704023	+	183		ethanolamine utilization protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13595			2704124	2704453	-	330		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13600			2704625	2705683	-	1059		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13605			2705881	2706354	-	474		DNA gyrase inhibitor						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13610			2706473	2707639	-	1167		D-alanyl-D-alanine carboxypeptidase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13615			2707851	2709275	+	1425	sbcB	exodeoxyribonuclease I						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13620			2709318	2709545	-	228		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13625			2709559	2710617	-	1059		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13630			2710796	2712154	-	1359		putrescine/spermidine ABC transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13635			2712421	2713350	-	930		LysR family transcriptional regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13640			2713396	2714220	-	825		NAD(P)-dependent oxidoreductase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13645			2714843	2715742	+	900	hisG	ATP phosphoribosyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13650			2715748	2717052	+	1305	hisD	histidinol dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13655			2717049	2718119	+	1071		histidinol-phosphate aminotransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13660			2718119	2719186	+	1068		bifunctional imidazole glycerol-phosphate dehydratase/histidinol phosphatase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13665			2719186	2719776	+	591	hisH	imidazole glycerol phosphate synthase subunit HisH						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13670			2719776	2720513	+	738		1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamide isomerase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13675			2720495	2721271	+	777		imidazole glycerol phosphate synthase cyclase subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13680			2721265	2721876	+	612		bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13685			2721972	2722952	-	981		chain length determination protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13690			2723098	2724264	-	1167		UDP-glucose 6-dehydrogenase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13695			2724512	2725918	-	1407		phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13700			2726082	2727446	-	1365		phosphomannomutase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13705			2727480	2728904	-	1425		mannose-1-phosphate guanylyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13710			2728990	2729493	-	504		transposase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13715			2729738	2730505	-	768		glycosyl transferase family 2						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13720			2730495	2731607	-	1113		glycosyl transferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13725			2731604	2732779	-	1176		polymerase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13730			2732776	2733597	-	822		sugar polymerase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13735			2733597	2734343	-	747		glycosyl transferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13740			2734340	2734918	-	579		transferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13745			2734920	2736032	-	1113		aminotransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13750			2736042	2737466	-	1425		lipopolysaccharide biosynthesis protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13755			2737470	2738015	-	546		dTDP-4-dehydrorhamnose 3,5-epimerase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13760			2738020	2738898	-	879		glucose-1-phosphate thymidylyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13765			2738957	2739856	-	900		dTDP-4-dehydrorhamnose reductase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13770			2739856	2740941	-	1086		dTDP-glucose 4,6-dehydratase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13775			2741314	2742207	-	894		UTP--glucose-1-phosphate uridylyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13780			2742382	2743776	-	1395	wcaM	colanic acid biosynthesis protein WcaM						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13785			2743787	2745007	-	1221		colanic acid biosynthesis glycosyltransferase WcaL						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13790			2745004	2746284	-	1281		colanic acid biosynthesis pyruvyl transferase WcaK						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13795			2746446	2747924	-	1479		colanic acid transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13800			2747926	2749320	-	1395		UDP-glucose lipid carrier transferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13805			2749375	2750745	-	1371		phosphomannomutase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13810			2750938	2752374	-	1437	cpsB	mannose-1-phosphate guanyltransferase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13815			2752377	2753600	-	1224		colanic acid biosynthesis glycosyltransferase WcaI						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13820			2753597	2754076	-	480		GDP-mannose mannosyl hydrolase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13825			2754079	2755044	-	966		GDP-fucose synthetase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13830			2755047	2756168	-	1122		GDP-mannose 4,6 dehydratase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13835			2756195	2756743	-	549		colanic acid biosynthesis acetyltransferase WcaF						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13840			2756759	2757505	-	747		colanic acid biosynthesis glycosyltransferase WcaE						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13845			2757516	2758733	-	1218	wcaD	putative colanic acid polymerase WcaD						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13850			2758708	2759925	-	1218		colanic acid biosynthesis glycosyltransferase WcaC						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13855			2759922	2760410	-	489		colanic acid biosynthesis acetyltransferase WcaB						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13860			2760413	2761252	-	840		colanic acid biosynthesis glycosyltransferase WcaA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13865			2761345	2763507	-	2163		tyrosine protein kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13870			2763510	2763953	-	444		protein tyrosine phosphatase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13875			2763959	2765098	-	1140		polysaccharide export protein Wza						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13880			2765757	2767340	+	1584		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13885			2767614	2769467	-	1854		outer membrane assembly protein AsmA						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13890			2769489	2770070	-	582		dCTP deaminase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13895			2770162	2770803	-	642		uridine kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13900			2771121	2774438	+	3318		diguanylate cyclase/phosphodiesterase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13905			2774539	2775387	-	849		3-methyladenine DNA glycosylase 2						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13910			2775521	2776873	+	1353		molecular chaperone						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13915			2776886	2778826	-	1941		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13920			2778823	2779584	-	762		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13925			2779581	2780240	-	660		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13930			2781785	2783032	+	1248		efflux transporter periplasmic adaptor subunit						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13935			2783032	2786154	+	3123		multidrug transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13940			2786155	2789232	+	3078		multidrug transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13945			2789233	2790648	+	1416		transporter						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13950			2790645	2792048	+	1404		histidine kinase						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13955			2792045	2792767	+	723		two-component system response regulator						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13960			2792958	2793290	+	333		hypothetical protein						
37762.5	Escherichia coli B	CP014268	RefSeq	CDS		C2566_13965			2793436	2794797	+	1362		U32 family peptidase						
